-9;-9.0362;8.032;-9.0362;8.032
-1.20E+00;7.50E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,;7.49588,7.495873,7.495866,7.495859,7.495852,7.495845,7.495838,7.495831,7.495824,7.495818,7.495811,7.495804,7.495797,7.49579,7.495783,7.495776,7.495769,7.495762,7.495755,7.495748,7.495741,7.495734,7.495728,7.49572,7.495714,7.495707,7.495699,7.495693,7.495686,7.495679,7.495672,7.495665,7.495658,7.495651,7.495644,7.495637,7.49563,7.495623,7.495616,7.495609,7.495602,7.495595,7.495588,7.495581,7.495574,7.495567,7.49556,7.495553,7.495546,7.495539,7.495532,7.495525,7.495518,7.495511,7.495504,7.495497,7.49549,7.495483,7.495476,7.495469,7.495462,7.495455,7.495448,7.495441,7.495434,7.495427,7.49542,7.495413,7.495406,7.495399,7.495392,7.495385,7.495378,7.495371,7.495364,7.495357,7.495349,7.495337,7.495297;
-1.10E+00;7.50E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,;7.49588,7.495873,7.495866,7.495859,7.495852,7.495845,7.495838,7.495831,7.495824,7.495818,7.495811,7.495804,7.495797,7.49579,7.495783,7.495776,7.495769,7.495762,7.495755,7.495748,7.495741,7.495734,7.495728,7.49572,7.495714,7.495707,7.495699,7.495693,7.495686,7.495679,7.495672,7.495665,7.495658,7.495651,7.495644,7.495637,7.49563,7.495623,7.495616,7.495609,7.495602,7.495595,7.495588,7.495581,7.495574,7.495567,7.49556,7.495553,7.495546,7.495539,7.495532,7.495525,7.495518,7.495511,7.495504,7.495497,7.49549,7.495483,7.495476,7.495469,7.495462,7.495455,7.495448,7.495441,7.495434,7.495427,7.49542,7.495413,7.495406,7.495399,7.495392,7.495385,7.495378,7.495371,7.495364,7.495357,7.495349,7.495337,7.495297,7.495092;
-1.00E+00;7.49E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,;7.49588,7.495873,7.495866,7.495859,7.495852,7.495845,7.495838,7.495831,7.495824,7.495818,7.495811,7.495804,7.495797,7.49579,7.495783,7.495776,7.495769,7.495762,7.495755,7.495748,7.495741,7.495734,7.495728,7.49572,7.495714,7.495707,7.495699,7.495693,7.495686,7.495679,7.495672,7.495665,7.495658,7.495651,7.495644,7.495637,7.49563,7.495623,7.495616,7.495609,7.495602,7.495595,7.495588,7.495581,7.495574,7.495567,7.49556,7.495553,7.495546,7.495539,7.495532,7.495525,7.495518,7.495511,7.495504,7.495497,7.49549,7.495483,7.495476,7.495469,7.495462,7.495455,7.495448,7.495441,7.495434,7.495427,7.49542,7.495413,7.495406,7.495399,7.495392,7.495385,7.495378,7.495371,7.495364,7.495357,7.495349,7.495337,7.495297,7.495092,7.49392;
-9.00E-01;7.49E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,;7.49588,7.495873,7.495866,7.495859,7.495852,7.495845,7.495838,7.495831,7.495824,7.495818,7.495811,7.495804,7.495797,7.49579,7.495783,7.495776,7.495769,7.495762,7.495755,7.495748,7.495741,7.495734,7.495728,7.49572,7.495714,7.495707,7.495699,7.495693,7.495686,7.495679,7.495672,7.495665,7.495658,7.495651,7.495644,7.495637,7.49563,7.495623,7.495616,7.495609,7.495602,7.495595,7.495588,7.495581,7.495574,7.495567,7.49556,7.495553,7.495546,7.495539,7.495532,7.495525,7.495518,7.495511,7.495504,7.495497,7.49549,7.495483,7.495476,7.495469,7.495462,7.495455,7.495448,7.495441,7.495434,7.495427,7.49542,7.495413,7.495406,7.495399,7.495392,7.495385,7.495378,7.495371,7.495364,7.495357,7.495349,7.495337,7.495297,7.495092,7.49392,7.488056;
-8.00E-01;7.47E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,;7.49588,7.495873,7.495866,7.495859,7.495852,7.495845,7.495838,7.495831,7.495824,7.495818,7.495811,7.495804,7.495797,7.49579,7.495783,7.495776,7.495769,7.495762,7.495755,7.495748,7.495741,7.495734,7.495728,7.49572,7.495714,7.495707,7.495699,7.495693,7.495686,7.495679,7.495672,7.495665,7.495658,7.495651,7.495644,7.495637,7.49563,7.495623,7.495616,7.495609,7.495602,7.495595,7.495588,7.495581,7.495574,7.495567,7.49556,7.495553,7.495546,7.495539,7.495532,7.495525,7.495518,7.495511,7.495504,7.495497,7.49549,7.495483,7.495476,7.495469,7.495462,7.495455,7.495448,7.495441,7.495434,7.495427,7.49542,7.495413,7.495406,7.495399,7.495392,7.495385,7.495378,7.495371,7.495364,7.495357,7.495349,7.495337,7.495297,7.495092,7.49392,7.488056,7.465188;
-7.00E-01;7.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,;7.49588,7.495873,7.495866,7.495859,7.495852,7.495845,7.495838,7.495831,7.495824,7.495818,7.495811,7.495804,7.495797,7.49579,7.495783,7.495776,7.495769,7.495762,7.495755,7.495748,7.495741,7.495734,7.495728,7.49572,7.495714,7.495707,7.495699,7.495693,7.495686,7.495679,7.495672,7.495665,7.495658,7.495651,7.495644,7.495637,7.49563,7.495623,7.495616,7.495609,7.495602,7.495595,7.495588,7.495581,7.495574,7.495567,7.49556,7.495553,7.495546,7.495539,7.495532,7.495525,7.495518,7.495511,7.495504,7.495497,7.49549,7.495483,7.495476,7.495469,7.495462,7.495455,7.495448,7.495441,7.495434,7.495427,7.49542,7.495413,7.495406,7.495399,7.495392,7.495385,7.495378,7.495371,7.495364,7.495357,7.495349,7.495337,7.495297,7.495092,7.49392,7.488056,7.465188,6.997262;
-6.00E-01;6.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,;7.49588,7.495873,7.495866,7.495859,7.495852,7.495845,7.495838,7.495831,7.495824,7.495818,7.495811,7.495804,7.495797,7.49579,7.495783,7.495776,7.495769,7.495762,7.495755,7.495748,7.495741,7.495734,7.495728,7.49572,7.495714,7.495707,7.495699,7.495693,7.495686,7.495679,7.495672,7.495665,7.495658,7.495651,7.495644,7.495637,7.49563,7.495623,7.495616,7.495609,7.495602,7.495595,7.495588,7.495581,7.495574,7.495567,7.49556,7.495553,7.495546,7.495539,7.495532,7.495525,7.495518,7.495511,7.495504,7.495497,7.49549,7.495483,7.495476,7.495469,7.495462,7.495455,7.495448,7.495441,7.495434,7.495427,7.49542,7.495413,7.495406,7.495399,7.495392,7.495385,7.495378,7.495371,7.495364,7.495357,7.495349,7.495337,7.495297,7.495092,7.49392,7.488056,7.465188,6.997262,5.997473;
-5.00E-01;5.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,;7.49588,7.495873,7.495866,7.495859,7.495852,7.495845,7.495838,7.495831,7.495824,7.495818,7.495811,7.495804,7.495797,7.49579,7.495783,7.495776,7.495769,7.495762,7.495755,7.495748,7.495741,7.495734,7.495728,7.49572,7.495714,7.495707,7.495699,7.495693,7.495686,7.495679,7.495672,7.495665,7.495658,7.495651,7.495644,7.495637,7.49563,7.495623,7.495616,7.495609,7.495602,7.495595,7.495588,7.495581,7.495574,7.495567,7.49556,7.495553,7.495546,7.495539,7.495532,7.495525,7.495518,7.495511,7.495504,7.495497,7.49549,7.495483,7.495476,7.495469,7.495462,7.495455,7.495448,7.495441,7.495434,7.495427,7.49542,7.495413,7.495406,7.495399,7.495392,7.495385,7.495378,7.495371,7.495364,7.495357,7.495349,7.495337,7.495297,7.495092,7.49392,7.488056,7.465188,6.997262,5.997473,4.997686;
-4.00E-01;4.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,;7.49588,7.495873,7.495866,7.495859,7.495852,7.495845,7.495838,7.495831,7.495824,7.495818,7.495811,7.495804,7.495797,7.49579,7.495783,7.495776,7.495769,7.495762,7.495755,7.495748,7.495741,7.495734,7.495728,7.49572,7.495714,7.495707,7.495699,7.495693,7.495686,7.495679,7.495672,7.495665,7.495658,7.495651,7.495644,7.495637,7.49563,7.495623,7.495616,7.495609,7.495602,7.495595,7.495588,7.495581,7.495574,7.495567,7.49556,7.495553,7.495546,7.495539,7.495532,7.495525,7.495518,7.495511,7.495504,7.495497,7.49549,7.495483,7.495476,7.495469,7.495462,7.495455,7.495448,7.495441,7.495434,7.495427,7.49542,7.495413,7.495406,7.495399,7.495392,7.495385,7.495378,7.495371,7.495364,7.495357,7.495349,7.495337,7.495297,7.495092,7.49392,7.488056,7.465188,6.997262,5.997473,4.997686,3.9979;
-3.00E-01;3.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,;7.49588,7.495873,7.495866,7.495859,7.495852,7.495845,7.495838,7.495831,7.495824,7.495818,7.495811,7.495804,7.495797,7.49579,7.495783,7.495776,7.495769,7.495762,7.495755,7.495748,7.495741,7.495734,7.495728,7.49572,7.495714,7.495707,7.495699,7.495693,7.495686,7.495679,7.495672,7.495665,7.495658,7.495651,7.495644,7.495637,7.49563,7.495623,7.495616,7.495609,7.495602,7.495595,7.495588,7.495581,7.495574,7.495567,7.49556,7.495553,7.495546,7.495539,7.495532,7.495525,7.495518,7.495511,7.495504,7.495497,7.49549,7.495483,7.495476,7.495469,7.495462,7.495455,7.495448,7.495441,7.495434,7.495427,7.49542,7.495413,7.495406,7.495399,7.495392,7.495385,7.495378,7.495371,7.495364,7.495357,7.495349,7.495337,7.495297,7.495092,7.49392,7.488056,7.465188,6.997262,5.997473,4.997686,3.9979,2.998114;
-2.00E-01;2.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,;7.49588,7.495873,7.495866,7.495859,7.495852,7.495845,7.495838,7.495831,7.495824,7.495818,7.495811,7.495804,7.495797,7.49579,7.495783,7.495776,7.495769,7.495762,7.495755,7.495748,7.495741,7.495734,7.495728,7.49572,7.495714,7.495707,7.495699,7.495693,7.495686,7.495679,7.495672,7.495665,7.495658,7.495651,7.495644,7.495637,7.49563,7.495623,7.495616,7.495609,7.495602,7.495595,7.495588,7.495581,7.495574,7.495567,7.49556,7.495553,7.495546,7.495539,7.495532,7.495525,7.495518,7.495511,7.495504,7.495497,7.49549,7.495483,7.495476,7.495469,7.495462,7.495455,7.495448,7.495441,7.495434,7.495427,7.49542,7.495413,7.495406,7.495399,7.495392,7.495385,7.495378,7.495371,7.495364,7.495357,7.495349,7.495337,7.495297,7.495092,7.49392,7.488056,7.465188,6.997262,5.997473,4.997686,3.9979,2.998114,1.998327;
-1.00E-01;9.99E-01;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,;7.49588,7.495873,7.495866,7.495859,7.495852,7.495845,7.495838,7.495831,7.495824,7.495818,7.495811,7.495804,7.495797,7.49579,7.495783,7.495776,7.495769,7.495762,7.495755,7.495748,7.495741,7.495734,7.495728,7.49572,7.495714,7.495707,7.495699,7.495693,7.495686,7.495679,7.495672,7.495665,7.495658,7.495651,7.495644,7.495637,7.49563,7.495623,7.495616,7.495609,7.495602,7.495595,7.495588,7.495581,7.495574,7.495567,7.49556,7.495553,7.495546,7.495539,7.495532,7.495525,7.495518,7.495511,7.495504,7.495497,7.49549,7.495483,7.495476,7.495469,7.495462,7.495455,7.495448,7.495441,7.495434,7.495427,7.49542,7.495413,7.495406,7.495399,7.495392,7.495385,7.495378,7.495371,7.495364,7.495357,7.495349,7.495337,7.495297,7.495092,7.49392,7.488056,7.465188,6.997262,5.997473,4.997686,3.9979,2.998114,1.998327,0.9985413;
-1.52E-14;-1.24E-03;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,;7.49588,7.495873,7.495866,7.495859,7.495852,7.495845,7.495838,7.495831,7.495824,7.495818,7.495811,7.495804,7.495797,7.49579,7.495783,7.495776,7.495769,7.495762,7.495755,7.495748,7.495741,7.495734,7.495728,7.49572,7.495714,7.495707,7.495699,7.495693,7.495686,7.495679,7.495672,7.495665,7.495658,7.495651,7.495644,7.495637,7.49563,7.495623,7.495616,7.495609,7.495602,7.495595,7.495588,7.495581,7.495574,7.495567,7.49556,7.495553,7.495546,7.495539,7.495532,7.495525,7.495518,7.495511,7.495504,7.495497,7.49549,7.495483,7.495476,7.495469,7.495462,7.495455,7.495448,7.495441,7.495434,7.495427,7.49542,7.495413,7.495406,7.495399,7.495392,7.495385,7.495378,7.495371,7.495364,7.495357,7.495349,7.495337,7.495297,7.495092,7.49392,7.488056,7.465188,6.997262,5.997473,4.997686,3.9979,2.998114,1.998327,0.9985413,-0.001244889;
1.00E-01;-1.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,;7.49588,7.495873,7.495866,7.495859,7.495852,7.495845,7.495838,7.495831,7.495824,7.495818,7.495811,7.495804,7.495797,7.49579,7.495783,7.495776,7.495769,7.495762,7.495755,7.495748,7.495741,7.495734,7.495728,7.49572,7.495714,7.495707,7.495699,7.495693,7.495686,7.495679,7.495672,7.495665,7.495658,7.495651,7.495644,7.495637,7.49563,7.495623,7.495616,7.495609,7.495602,7.495595,7.495588,7.495581,7.495574,7.495567,7.49556,7.495553,7.495546,7.495539,7.495532,7.495525,7.495518,7.495511,7.495504,7.495497,7.49549,7.495483,7.495476,7.495469,7.495462,7.495455,7.495448,7.495441,7.495434,7.495427,7.49542,7.495413,7.495406,7.495399,7.495392,7.495385,7.495378,7.495371,7.495364,7.495357,7.495349,7.495337,7.495297,7.495092,7.49392,7.488056,7.465188,6.997262,5.997473,4.997686,3.9979,2.998114,1.998327,0.9985413,-0.001244889,-1.001031;
2.00E-01;-2.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,;7.49588,7.495873,7.495866,7.495859,7.495852,7.495845,7.495838,7.495831,7.495824,7.495818,7.495811,7.495804,7.495797,7.49579,7.495783,7.495776,7.495769,7.495762,7.495755,7.495748,7.495741,7.495734,7.495728,7.49572,7.495714,7.495707,7.495699,7.495693,7.495686,7.495679,7.495672,7.495665,7.495658,7.495651,7.495644,7.495637,7.49563,7.495623,7.495616,7.495609,7.495602,7.495595,7.495588,7.495581,7.495574,7.495567,7.49556,7.495553,7.495546,7.495539,7.495532,7.495525,7.495518,7.495511,7.495504,7.495497,7.49549,7.495483,7.495476,7.495469,7.495462,7.495455,7.495448,7.495441,7.495434,7.495427,7.49542,7.495413,7.495406,7.495399,7.495392,7.495385,7.495378,7.495371,7.495364,7.495357,7.495349,7.495337,7.495297,7.495092,7.49392,7.488056,7.465188,6.997262,5.997473,4.997686,3.9979,2.998114,1.998327,0.9985413,-0.001244889,-1.001031,-2.000817;
3.00E-01;-3.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,;7.49588,7.495873,7.495866,7.495859,7.495852,7.495845,7.495838,7.495831,7.495824,7.495818,7.495811,7.495804,7.495797,7.49579,7.495783,7.495776,7.495769,7.495762,7.495755,7.495748,7.495741,7.495734,7.495728,7.49572,7.495714,7.495707,7.495699,7.495693,7.495686,7.495679,7.495672,7.495665,7.495658,7.495651,7.495644,7.495637,7.49563,7.495623,7.495616,7.495609,7.495602,7.495595,7.495588,7.495581,7.495574,7.495567,7.49556,7.495553,7.495546,7.495539,7.495532,7.495525,7.495518,7.495511,7.495504,7.495497,7.49549,7.495483,7.495476,7.495469,7.495462,7.495455,7.495448,7.495441,7.495434,7.495427,7.49542,7.495413,7.495406,7.495399,7.495392,7.495385,7.495378,7.495371,7.495364,7.495357,7.495349,7.495337,7.495297,7.495092,7.49392,7.488056,7.465188,6.997262,5.997473,4.997686,3.9979,2.998114,1.998327,0.9985413,-0.001244889,-1.001031,-2.000817,-3.000603;
4.00E-01;-4.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,;7.49588,7.495873,7.495866,7.495859,7.495852,7.495845,7.495838,7.495831,7.495824,7.495818,7.495811,7.495804,7.495797,7.49579,7.495783,7.495776,7.495769,7.495762,7.495755,7.495748,7.495741,7.495734,7.495728,7.49572,7.495714,7.495707,7.495699,7.495693,7.495686,7.495679,7.495672,7.495665,7.495658,7.495651,7.495644,7.495637,7.49563,7.495623,7.495616,7.495609,7.495602,7.495595,7.495588,7.495581,7.495574,7.495567,7.49556,7.495553,7.495546,7.495539,7.495532,7.495525,7.495518,7.495511,7.495504,7.495497,7.49549,7.495483,7.495476,7.495469,7.495462,7.495455,7.495448,7.495441,7.495434,7.495427,7.49542,7.495413,7.495406,7.495399,7.495392,7.495385,7.495378,7.495371,7.495364,7.495357,7.495349,7.495337,7.495297,7.495092,7.49392,7.488056,7.465188,6.997262,5.997473,4.997686,3.9979,2.998114,1.998327,0.9985413,-0.001244889,-1.001031,-2.000817,-3.000603,-4.00039;
5.00E-01;-5.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,;7.49588,7.495873,7.495866,7.495859,7.495852,7.495845,7.495838,7.495831,7.495824,7.495818,7.495811,7.495804,7.495797,7.49579,7.495783,7.495776,7.495769,7.495762,7.495755,7.495748,7.495741,7.495734,7.495728,7.49572,7.495714,7.495707,7.495699,7.495693,7.495686,7.495679,7.495672,7.495665,7.495658,7.495651,7.495644,7.495637,7.49563,7.495623,7.495616,7.495609,7.495602,7.495595,7.495588,7.495581,7.495574,7.495567,7.49556,7.495553,7.495546,7.495539,7.495532,7.495525,7.495518,7.495511,7.495504,7.495497,7.49549,7.495483,7.495476,7.495469,7.495462,7.495455,7.495448,7.495441,7.495434,7.495427,7.49542,7.495413,7.495406,7.495399,7.495392,7.495385,7.495378,7.495371,7.495364,7.495357,7.495349,7.495337,7.495297,7.495092,7.49392,7.488056,7.465188,6.997262,5.997473,4.997686,3.9979,2.998114,1.998327,0.9985413,-0.001244889,-1.001031,-2.000817,-3.000603,-4.00039,-5.000176;
6.00E-01;-6.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,;7.49588,7.495873,7.495866,7.495859,7.495852,7.495845,7.495838,7.495831,7.495824,7.495818,7.495811,7.495804,7.495797,7.49579,7.495783,7.495776,7.495769,7.495762,7.495755,7.495748,7.495741,7.495734,7.495728,7.49572,7.495714,7.495707,7.495699,7.495693,7.495686,7.495679,7.495672,7.495665,7.495658,7.495651,7.495644,7.495637,7.49563,7.495623,7.495616,7.495609,7.495602,7.495595,7.495588,7.495581,7.495574,7.495567,7.49556,7.495553,7.495546,7.495539,7.495532,7.495525,7.495518,7.495511,7.495504,7.495497,7.49549,7.495483,7.495476,7.495469,7.495462,7.495455,7.495448,7.495441,7.495434,7.495427,7.49542,7.495413,7.495406,7.495399,7.495392,7.495385,7.495378,7.495371,7.495364,7.495357,7.495349,7.495337,7.495297,7.495092,7.49392,7.488056,7.465188,6.997262,5.997473,4.997686,3.9979,2.998114,1.998327,0.9985413,-0.001244889,-1.001031,-2.000817,-3.000603,-4.00039,-5.000176,-5.999962;
7.00E-01;-7.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,;7.49588,7.495873,7.495866,7.495859,7.495852,7.495845,7.495838,7.495831,7.495824,7.495818,7.495811,7.495804,7.495797,7.49579,7.495783,7.495776,7.495769,7.495762,7.495755,7.495748,7.495741,7.495734,7.495728,7.49572,7.495714,7.495707,7.495699,7.495693,7.495686,7.495679,7.495672,7.495665,7.495658,7.495651,7.495644,7.495637,7.49563,7.495623,7.495616,7.495609,7.495602,7.495595,7.495588,7.495581,7.495574,7.495567,7.49556,7.495553,7.495546,7.495539,7.495532,7.495525,7.495518,7.495511,7.495504,7.495497,7.49549,7.495483,7.495476,7.495469,7.495462,7.495455,7.495448,7.495441,7.495434,7.495427,7.49542,7.495413,7.495406,7.495399,7.495392,7.495385,7.495378,7.495371,7.495364,7.495357,7.495349,7.495337,7.495297,7.495092,7.49392,7.488056,7.465188,6.997262,5.997473,4.997686,3.9979,2.998114,1.998327,0.9985413,-0.001244889,-1.001031,-2.000817,-3.000603,-4.00039,-5.000176,-5.999962,-6.999748;
8.00E-01;-8.00E+00;-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.30000000000001,-6.20000000000001,-6.10000000000001,-6.00000000000001,-5.90000000000001,-5.80000000000001,-5.70000000000001,;7.49588,7.495873,7.495866,7.495859,7.495852,7.495845,7.495838,7.495831,7.495824,7.495818,7.495811,7.495804,7.495797,7.49579,7.495783,7.495776,7.495769,7.495762,7.495755,7.495748,7.495741,7.495734,7.495728,7.49572,7.495714,7.495707,7.495699,7.495693,7.495686,7.495679,7.495672,7.495665,7.495658,7.495651,7.495644,7.495637,7.49563,7.495623,7.495616,7.495609,7.495602,7.495595,7.495588,7.495581,7.495574,7.495567,7.49556,7.495553,7.495546,7.495539,7.495532,7.495525,7.495518,7.495511,7.495504,7.495497,7.49549,7.495483,7.495476,7.495469,7.495462,7.495455,7.495448,7.495441,7.495434,7.495427,7.49542,7.495413,7.495406,7.495399,7.495392,7.495385,7.495378,7.495371,7.495364,7.495357,7.495349,7.495337,7.495297,7.495092,7.49392,7.488056,7.465188,6.997262,5.997473,4.997686,3.9979,2.998114,1.998327,0.9985413,-0.001244889,-1.001031,-2.000817,-3.000603,-4.00039,-5.000176,-5.999962,-6.999748,-7.999535;
